ClusterName,ProjectLine,ProjectDesc,ProjectCode,Namespace,WorkloadName,CreateTime,WorkloadRam,WorkloadCpu,WorkloadReplicas
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-irs-jui3rm,2021/07/06,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-legal-security-rl3yut,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-pharma-oa-m55txc,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-phone-book-ehs-1cashj,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-phone-book-udkbeb,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-remind-3gmbgk,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-snowbeer-r08ih0,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-supervise-oezj7a,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-vehicle-apply-approval-giwrd4,2021/07/07,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-h5-webapp-invoice-pu9ne4,2021/07/07,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-help-feedback-wtlj4y,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-hq-meetingroom-7evhak,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-index-information-detail-g8rugi,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-internet-inspection-12rdrv,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-login-n2hsxo,2021/07/08,512,2,3
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-main-nav-email-gvqxog,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-meetingroom-lq2pzm,2022/05/19,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-new-survey-d5uxnv,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-online-approval-flow-bfuxre,2023/02/02,512,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-physical-waz8iy,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-public-activity-cwa7kw,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-runworkcloud-featurelog-z1xhw5,2021/07/07,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-scan-code-login-8q3fe0,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-scan-code-login-pc-79bxoi,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-show-health-8mh0bt,2023/08/16,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-signing-platform-87pko1,2023/07/27,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-snow-attendance-aij558,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-snow-attendance-aij558-r7fxp7,2021/09/24,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-snow-contract-gg4agb,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-snow-walking-bnf8n9,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-snowflake-application-rkxybf,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-sport-health-idnsjk,2021/07/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-sport-party-0k807f,2024/04/02,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,production-rw3-transformation-signature-m55pau,2021/07/16,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,resolink-know-all-runwork3-h5-prod-m36kv4,2021/11/25,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rungpt-mobile-runwork3-h5-prod-i12gwk,2023/05/06,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,runwork-download-mobile-runwork3-h5-prod-ttjaak,2024/07/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw-h5-health-attence-runwork3-h5-prod-l401au,2021/08/27,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw2-supervise-runwork3-h5-prod-hceamq,2021/09/02,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-abm-runwork3-h5-prod-gvuy96,2021/08/24,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-acmp-mobile-runwork3-h5-prod-lv9rtj,2023/02/16,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-activity-admin-runwork3-h5-prod-sn6ix2,2023/02/09,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-agenda-view-vip-head-prd-l9qbqb,2022/08/18,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-agenda-view-vip-outside-prd-2148nu,2022/06/09,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-app-store-runwork3-h5-prod-uy9pby,2023/11/23,200,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-approval-runwork3-h5-prod-hpd5e1,2021/12/22,512,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-blessing-space-runwork3-h5-prod-ja29l8,2021/11/22,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-cement-sport-health-runwork3-h5-prod-0jzeir,2022/08/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-cloud-friendship-runwork3-h5-prod-nokqm6,2023/09/07,512,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-collection-active-runwork3-h5-prod-8d2qef,2023/04/11,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-commen-draw-runwork3-h5-prod-se6hsg,2023/03/16,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-common-activity-platform-prd-jm7ox2,2023/02/09,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-crphcms-runwork3-h5-prod-2rqkdz,2021/11/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-digital-center-frontend-prod-zxz165,2024/05/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-ehs-activity-runwork3-h5-prod-uubvum,2024/04/22,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-emsrq-runwork3-h5-prod-polhh6,2021/08/27,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-group-robot-runwork3-h5-prod-yc7llt,2022/01/18,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-ai-actions-runwork3-h5-prod-b0sfxg,2024/09/12,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-ai-portal-old-runwork3-h5-prod-x52jhy,2024/09/10,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-ai-portal-runwork3-h5-prod-z5dhnf,2024/08/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-asmp-exhibitionhall-production-h20cni,2022/01/13,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-beer-ek-runwork3-h5-prod-iympft,2024/05/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-boss-job-manager-backend-prod-jfqs5x,2023/11/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-boss-job-manager-prod-nk9rcu,2023/12/05,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-calendar-runwork3-h5-prod-wraqls,2023/02/27,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-cementfssc-oa-runwork3-h5-prod-2znl9a,2021/07/15,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-cranes-ehsq-runwork3-h5-prod-d3ewxr,2024/05/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-cranes-ehsq2-runwork3-h5-prod-wxlkbw,2024/08/29,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-crp-activity-runwork3-h5-prod-sxslax,2024/06/18,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-crvoa-runwork3-h5-prod-hnygc7,2021/07/12,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-data-report-runwork3-h5-prod-2qe5rg,2022/04/02,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-discover-new-runwork3-h5-prod-mdz0eb,2023/08/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-ehs-sports-health-runwork3-prod-y2m2rm,2024/08/27,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-ems-travel-apply-runwork3-h5-prod-zmscir,2021/07/15,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-emscrpharm-runwork3-h5-prod-kpl0an,2021/11/18,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-gas-create-group-runwork3-h5-prod-pi1u8c,2021/07/29,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-gas-meetingroom-runwork3-h5-prod-ztpaxk,2021/07/29,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-grow-active-admin-prd-or5ql7,2022/04/21,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-grow-active-runwork3-h5-prod-1wu8ph,2022/06/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-hw-early-warning-runwork3-h5-prod-bo060s,2023/06/15,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-insurance-oa-runwork3-h5-prod-mb3w3f,2021/11/02,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-lightup-theearth-runwork3-h5-prod-x3zcbh,2022/04/14,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-oa-gas-runwork3-h5-prod-kgcqtz,2023/08/13,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-pre-login-runwork3-h5-prod-ydkzyf,2022/05/31,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-quiz-general-app-runwork3-h5-prod-cay2i3,2024/07/09,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-remind-board-runwork3-h5-prod-zf3msv,2022/06/14,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-run-travel-activity-prd-rpi8gk,2023/09/01,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-runwork-2023-runwork3-h5-prod-z840h4,2023/12/22,200,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-sdp-sandbox-runwork3-h5-prod-p8mzg8,2023/11/14,200,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-video-runwork3-h5-prod-jvwon8,2022/07/27,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-h5-vote-runwork3-h5-prod-ag1tz5,2024/01/24,200,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-hd-welfare-platform-runwork3-h5-prod-nl9u3g,2021/12/07,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-health-report-2021-runwork3-h5-prod-4jedl7,2021/12/23,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-health-template-runwork3-h5-prod-eu27tl,2024/02/06,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-home-index-web-runwork3-h5-prod-dmqul2,2024/09/24,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-interest-circle-runwork3-h5-prod-l520ej,2022/06/14,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-leader-agenda-board-client-prod-6wga4e,2023/07/11,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-leader-agenda-board-front-prod-y9wx9y,2023/07/11,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-medical-server-runwork3-h5-prod-rtunb7,2022/06/24,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-monitor-runwork3-h5-prod-mjw8rf,2023/05/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-multiple-table-runwork3-h5-prod-2sayul,2022/10/18,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-myrunwork2021-runwork3-h5-prod-skfwf4,2021/12/28,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-new-oa-cram-runwork3-h5-prod-28x8i9,2023/08/24,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-oa-cement-runwork3-h5-prod-qzc8nq,2023/08/13,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-qr-code-download-poster-prod-ofsrph,2022/03/22,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-rcms-oa-runwork3-h5-prod-blv9ts,2022/12/22,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-rcms-production-35hx9r,2023/09/25,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-record-collection-m-runwork3-h5-prod-bnf1eo,2023/03/23,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-record-collection-runwork3-h5-prod-ea8gkl,2023/03/23,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-runwork-activity-runwork3-h5-prod-flan88,2024/06/13,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-shop-benefits-runwork3-h5-prod-qdlt8y,2022/11/10,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-sj-activity-runwork3-h5-prod-ozby7z,2023/06/08,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-topic-group-runwork3-h5-prod-90h5z0,2022/11/29,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-video-active-runwork3-h5-prod-i6urcd,2024/01/23,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-yb-activity-runwork3-h5-prod-ws1mh7,2023/08/15,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-yy-activity-runwork3-h5-prod-mcd89g,2023/05/17,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rw3-yy-health-runwork3-h5-prod-b1wnca,2023/08/01,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,rwork-permission-platform-fro3-h5-prod-tfbagr,2022/09/15,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-h5-prod,wufeng-approval-detail-runwork3-h5-prod-ndun2d,2022/11/15,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,abm-terminal-runwork3-java-prd-wl94oj,2021/08/24,500,0,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,account-process-platform-prod-69gmnj,2022/09/08,2048,2,0
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,bless-runwork3-java-prd-ou0upg,2021/12/22,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,blue-bird-base-service,2022/03/01,2048,2,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,bluebrid-monitor,2023/08/17,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,crib-sports-health-runwork3-java-prd-hxls7x,2023/08/01,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,groupchatrobot-runwork3-java-prd-vw3dgv,2022/01/18,2048,3,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,growth-sys-runwork3-java-prd-qt43rw,2022/05/31,526,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,home-prd-2ogn3s,2022/08/18,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-calendar-kanban-82lwfl,2024/07/22,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-dcpc-actiadvise-t3h53v,2024/05/28,500,0,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-leader-kanban-82zklo,2022/12/30,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-runwork-api-uza4nn,2021/07/05,2048,2,5
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-runwork-log-x47r3b,2021/07/05,500,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-runwork-news-slhh9u,2021/07/05,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-runwork-org-gvs1nh,2021/09/02,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-runwork3-prize-o61ykp,2021/07/05,1024,0,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-runwork3-vote-lcshls,2022/03/31,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-runworkorg-api-2wbfo3,2021/07/05,2048,0,5
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-rw3-agenda-view-vip-djpqqt,2021/07/05,512,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-rw3-app-stats-8h7abl,2023/07/06,1024,1,4
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-rw3-h5-100year-active-eoctef,2021/07/05,512,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-rw3-xxl-job-l9z4ox,2021/08/03,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-rwork-outside-kanban-server-vsgdq7,2024/08/19,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,prod-rwork-room-kanban-server-7tk1ba,2022/08/12,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,production-private-rw3-agenda-view-vip-5enggl,2021/07/09,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,run-mobile-login-runwork3-java-prd-irpw9j,2021/07/05,1536,2,3
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,runwork-sso-runwork3-java-prd-2gu139,2021/07/05,1024,0,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw-runcalendarsyn-server-rw3-java-prd-7gkjrs,2023/02/24,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-adduser-bot-runwork3-java-prd-wbmn9m,2022/04/14,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-api-grow-active-runwork3-prd-6yh8da,2024/02/01,953,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-api-sp-lot-runwork3-java-prd-3edo8t,2022/06/30,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-book-runwork3-java-prd-d5i1ey,2021/07/12,500,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-drawlots-server-runwork3-java-prd-7zg46f,2023/02/16,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-h5-boss-job-manager-production-80c3w2,2023/12/07,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-h5-office-knowledge-prd-vulnc1,2022/07/26,512,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-invoice-service-runwork3-java-prd-994ktd,2022/10/27,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-leader-agenda-board-client-java-prd-hro5gl,2024/04/23,512,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rw3-welfare-platform,2022/02/28,2048,2,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-admin-server,2022/09/15,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-ai-portal-server-runwork3-java-prd-lc2qih,2024/08/08,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-answer-match-runwork3-java-prd-lgmfvu,2023/02/09,2048,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-appstore-server-prd-9arb8v,2023/11/23,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-archivescollect-server-r3-java-prd-d07vud,2023/03/23,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-avatar-server-runwork3-java-prd-ia6zj8,2023/08/02,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-bitable-server-runwork3-java-prd-x3ri44,2022/10/18,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-cloud-server,2024/05/13,2048,0,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-datareport-server-prod-z1i9pc,2024/05/14,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-datareport-server2-prd-r1a11i,2023/05/08,2048,2,0
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-draw-server-runwork3-java-prd-ur5t15,2023/03/16,2048,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-friends-server-runwork3-java-prd-pgqayv,2024/08/06,2048,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-image-server-runwork3-java-prd-y6hy75,2023/07/26,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-institute-login-java-prd-d8vl52,2022/06/16,1536,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-institute-runworkorg-server-prd-lqhppf,2022/06/21,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-institute-runworkorgapi-server-prd-9adhfo,2022/06/21,2048,0,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-interest-circle-admin,2023/06/08,1024,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-interest-circle-server-prd-rkff9f,2022/06/14,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-leader-work-runwork3-java-prd-m4r8z0,2023/11/30,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-llm-server-runwork3-java-prd-zz78q5,2024/09/12,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-open-api-runwork3-java-prd-0vpl8l,2023/11/07,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-pagecard-server-runwork3-java-prd-bosuy1,2022/11/30,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-shoping-server-runwork3-java-prd-99yuq0,2022/11/10,1024,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-solitaire-server-prd-52d1rh,2022/10/25,1024,1,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-sp-activity-server-java-prd-sr2hzd,2023/09/01,2048,2,2
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-sph-server-prod-awff5z,2024/02/06,2048,2,3
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-user-server-prd-gddfir,2024/02/22,1024,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,rwork-works-collection-server--prd-v7nc03,2023/04/11,1024,1,1
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,skywalking-oap,2022/03/29,4096,2,0
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,skywalking-ui,2022/03/28,2048,2,0
crc-itcp-prd-02,协同效率,润工作,runwork,runwork3-java-prd,telnet,2024/04/15,0,0,0
crc-itcp-prd-02,供应链数字,五丰采购协同,wfscp,scp-prod,busybox,2021/10/14,0,0,0
crc-itcp-prd-02,供应链数字,五丰采购协同,wfscp,scp-prod,srm-admin,2020/11/24,2048,2,1
crc-itcp-prd-02,供应链数字,五丰采购协同,wfscp,scp-prod,srm-basic-interface,2020/11/25,4096,2,1
crc-itcp-prd-02,供应链数字,五丰采购协同,wfscp,scp-prod,srm-basic-platform,2020/11/24,4096,2,1
